Donor,Acceptor,Singlet Energy,Singlet Spin,Singlet HOMO,Singlet LUMO,Triplet Energy,Triplet Spin,Triplet HOMO,Triplet LUMO,Delta Energy,Singlet HLGap,Triplet HLGap
10,1,-213015.85778371966,1.0,-6.18365119568725,-1.54998770383305,-213014.62902097407,3.0,-5.26619213734145,-1.29893546536175,1.2287627455953043,4.6336634918541995,3.9672566719797002
10,10,-220252.52142870356,1.0,-6.2951906630072,-1.7726584676972,-220251.57646274453,3.0,-5.62347762304795,-1.42802627603895,0.9449659590318333,4.52253219531,4.1954513470090005
10,11,-221567.889930723,1.0,-5.6433963569045495,-1.48489807079345,-221567.2623608082,3.0,-5.2008031790663,-1.0315291844754,0.6275699147954583,4.158498286111099,4.1692739945909
10,12,-262086.38415242248,1.0,-6.6012098992795005,-1.6033764413011502,-262084.97644515973,3.0,-5.89531935969745,-1.520027968893,1.4077072627551388,4.99783345797835,4.37529139080445
10,2,-431060.19115106354,1.0,-6.07360835454505,-1.5980702212164002,-431059.1592956146,3.0,-5.339417974511,-1.33518103024835,1.031855448964052,4.47553813332865,4.00423694426265
10,3,-432803.63164097944,1.0,-6.217883118080151,-1.9240354027303501,-432802.6767401437,3.0,-5.5428502891448,-1.6394315264924002,0.9549008357571438,4.2938477153498,3.9034187626524
10,4,-241759.68386690732,1.0,-5.5771366343078,-2.2831984740053,-241759.927835478,3.0,-5.68388689785895,-1.6475405192373,-0.24396857069223188,3.2939381603025004,4.03634637862165
10,5,-241821.38751067786,1.0,-4.87331415998955,-2.96220416515795,-241824.18977366877,3.0,-5.944544755252901,-1.42650243847615,-2.8022629909100942,1.9111099948316004,4.518042316776751
10,6,-247921.11773155883,1.0,-5.6348247706138,-2.17965915389005,-247921.57172984447,3.0,-5.8867477734067,-1.4347202767612501,-0.45399828563677147,3.4551656167237503,4.45202749664545
10,7,-268114.7289489911,1.0,-5.62347762304795,-2.8552362105264,-268115.904090614,3.0,-6.22038656550475,-1.91957273558215,-1.1751416228944436,2.7682414125215504,4.3008138299226
10,8,-192823.54213518742,1.0,-6.19948822178635,-0.8950912998347,-192821.79546549724,3.0,-4.76240055452575,-0.6053988945924,1.7466696901828982,5.30439692195165,4.15700165993335
10,9,-410868.13361160713,1.0,-6.18854924499625,-0.9988755224154,-410866.47391630645,3.0,-4.81513621875265,-0.72493850911705,1.6596953006810509,5.18967372258085,4.0901977096356
11,1,-217163.2869369587,1.0,-6.8271188179646005,-1.5302594496718,-217161.6501043916,3.0,-5.64165482826135,-1.35580726011625,1.6368325671064667,5.2968593682928,4.2858475681451
11,10,-224399.25548994183,1.0,-6.71089899241605,-1.5645457948348,-224398.1053240166,3.0,-5.7505275798464,-1.46106089748965,1.15016592523898,5.14635319758125,4.28946668235675
11,11,-225715.2823212992,1.0,-6.25434637404715,-1.3245413786937998,-225714.0635903028,3.0,-5.3659218635497,-1.1247009668866002,1.2187309963919688,4.92980499535335,4.2412208966631
11,12,-266233.72402491665,1.0,-7.0158025619013005,-1.5538789318952,-266232.2090207137,3.0,-6.1332012878045505,-1.51499386265875,1.5150042029563338,5.4619236300061,4.6182074251458
11,2,-435207.42542322015,1.0,-6.609591005874901,-1.5332527020273001,-435205.99811178714,3.0,-5.601572458082701,-1.3896582231184502,1.4273114330135286,5.0763383038476,4.211914234964251
11,3,-436950.7567879716,1.0,-6.7822744554022,-1.8603879730984,-436949.38766373176,3.0,-5.8269915718369,-1.6939631421326,1.3691242398344912,4.921886482303799,4.1330284297043
11,4,-245906.88386869177,1.0,-6.2385365593331,-2.1181070009069503,-245906.31406854742,3.0,-5.882557220109001,-1.7770939234603502,0.5698001443524845,4.120429558426149,4.105463296648651
11,5,-245967.95669731774,1.0,-4.871409363036051,-3.2502366759122,-245971.33460001624,3.0,-6.3128236405196,-1.5226946846279001,-3.3779026984993834,1.6211726871238508,4.790128955891699
11,6,-252068.72961109882,1.0,-6.33227978083035,-2.0002272808703503,-252068.31796624555,3.0,-6.08623443720825,-1.5816889674163,0.4116448532731738,4.33205249996,4.5045454697919505
11,7,-272261.8024101615,1.0,-6.2998165984657,-2.67082465404255,-272262.0816318979,3.0,-6.4244447419947,-2.06471826343885,-0.27922173641854897,3.62899194442315,4.359726478555849
11,8,-196971.03569265912,1.0,-6.79149911493415,-0.77908916536655,-196968.7775964157,3.0,-4.99859537675975,-0.5514115066532,2.2580962434294634,6.0124099495676,4.44718387010655
11,9,-415015.59930813074,1.0,-6.75873660733395,-0.8962886007769001,-415013.49471675267,3.0,-5.109209656988001,-0.6682844054429501,2.104591378069017,5.86244800655705,4.440925251545051
1,1,-242282.70718895236,1.0,-6.2956532565530505,-1.5585048673537,-242281.38979165067,3.0,-5.31272360577695,-1.3369497702766,1.3173973016964737,4.73714838919935,3.9757738355003496
1,10,-249518.5431345975,1.0,-6.3198986006326,-1.6868337592495002,-249517.4903808048,3.0,-5.58897358680455,-1.35760321152955,1.052753792697331,4.633064841383099,4.2313703752750005
1,11,-250834.20393647155,1.0,-5.66255317197975,-1.51793269224415,-250833.5791696015,3.0,-5.21449050574645,-1.0552847236240501,0.6247668700525537,4.1446204797356,4.1592057821224
1,12,-291352.78496221715,1.0,-6.5956587767293,-1.5344227915844502,-291351.3319428282,3.0,-5.84568579336625,-1.48043540364525,1.4530193889513612,5.061235985144849,4.365250389721
1,2,-460326.42041811,1.0,-6.0854453070418,-1.5862604801047,-460325.3750244527,3.0,-5.3417581536253005,-1.3096295396864,1.045393657288514,4.4991848269371,4.032128613938901
1,3,-462069.8578788273,1.0,-6.2269445093018,-1.90346359563255,-462068.84552387317,3.0,-5.5089993261426,-1.6598400652799,1.0123549541458488,4.3234809136692505,3.8491592608627005
1,4,-271025.9717525562,1.0,-5.6227429156516004,-2.2098637912955503,-271026.08763849805,3.0,-5.6419541534969,-1.60898198662145,-0.11588594183558598,3.41287912435605,4.0329721668754495
1,5,-271087.82307923463,1.0,-4.8786748028444,-2.92655725074245,-271090.5443508033,3.0,-5.8731420808817,-1.4404074562367,-2.721271568676457,1.9521175521019498,4.432734624645001
1,6,-277187.56970281195,1.0,-5.6022799540940005,-2.1878497807901,-277188.0613164836,3.0,-5.867291633095951,-1.4429653264314,-0.4916136716492474,3.4144301733039004,4.42432630666455
1,7,-297380.9410982532,1.0,-5.58930012342515,-2.8494401855107503,-297382.1357893515,3.0,-6.189501643473,-1.88838848831485,-1.1946910982951522,2.7398599379143995,4.30111315515815
1,8,-222089.77081629113,1.0,-6.17782795928655,-1.0159642722268,-222088.30988083812,3.0,-5.04371185317265,-0.8827373310219999,1.4609354530111887,5.16186368705975,4.16097452215065
1,9,-440134.3912756115,1.0,-6.1781272845221,-1.0886186703103,-440132.98209893395,3.0,-5.0932637853487,-0.92755448219935,1.4091766775236465,5.0895086142118,4.165709303149351
2,1,-270380.8717704199,1.0,-6.44847239499385,-1.7092015177606001,-270379.5329795273,3.0,-5.43582791174315,-1.510231870275,1.3387908925651573,4.73927087723325,3.9255960414681503
2,10,-277617.1946395551,1.0,-6.53968495768145,-1.8879803175391001,-277616.0808187885,3.0,-5.7966780888912,-1.65475153627555,1.1138207666226663,4.65170464014235,4.14192655261565
2,11,-278932.81618990423,1.0,-5.88149597609205,-1.6966026464824502,-278932.1350821335,3.0,-5.3700579940773,-1.2833705531131498,0.6811077707097866,4.1848933296096,4.08668744096415
2,12,-319451.1885688175,1.0,-6.7640156160336495,-1.68256157179665,-319449.7046348461,3.0,-5.96677645683875,-1.60081857110645,1.4839339714380912,5.081454044237,4.3659578857323
2,2,-488425.06042478804,1.0,-6.362103458845151,-1.7808218832122,-488423.9292695528,3.0,-5.55604781089405,-1.53785142610075,1.1311552352271974,4.581281575632951,4.0181963847933
2,3,-490168.38372664293,1.0,-6.47415994248105,-2.09655558394735,-490167.333558476,3.0,-5.73150682169645,-1.85165311849735,1.0501681669265963,4.3776043585337,3.8798537031991
2,4,-299124.68454653275,1.0,-5.8396992886552495,-2.36159447433435,-299124.73031499394,3.0,-5.8244337016422,-1.80381550357945,-0.04576846119016409,3.4781048143208992,4.02061819806275
2,5,-299186.34391683555,1.0,-5.07788935279545,-3.04269544213585,-299189.15310893353,3.0,-6.04062815586445,-1.5165993343767,-2.8091920979786664,2.0351939106595998,4.52402882148775
2,6,-305286.01486193197,1.0,-5.8177397009198994,-2.3361518293126,-305286.4337232446,3.0,-6.0314034963325005,-1.5980157984463002,-0.41886131261708215,3.4815878716072994,4.4333876978862
2,7,-325479.6405647464,1.0,-5.842665329625699,-2.94179562637045,-325480.6675490854,3.0,-6.34947737618195,-2.0689904508917003,-1.0269843389978632,2.9008697032552493,4.2804869252902495
2,8,-250188.30669188307,1.0,-6.410294821768701,-1.26078510352165,-250186.8788579915,3.0,-5.34820725188215,-1.1400481880548001,1.427833891561022,5.14950971824705,4.20815906382735
2,9,-468232.8640175792,1.0,-6.3823759407074006,-1.3441607873148502,-468231.49667405227,3.0,-5.34777186972135,-1.1921035676554501,1.367343526915647,5.03821515339255,4.1556683020659
3,1,-270380.8642555061,1.0,-6.4610168435019,-1.7232970152165,-270379.47615948855,3.0,-5.2950089941094,-1.5538245091251,1.388096017530188,4.7377198282854005,3.7411844849843003
3,10,-251758.35025440878,1.0,-6.33168113035925,-1.8636805506894498,-251757.44445352416,3.0,-5.7365409279307,-1.4855239326496001,0.9058008846186567,4.4680005796698,4.2510169952811
3,11,-278932.75048575643,1.0,-5.87953675636845,-1.7106981439383502,-278932.0876975066,3.0,-5.38722837804385,-1.2856290980723002,0.6627882498432882,4.1688386124301005,4.10159927997155
3,12,-319451.5205447491,1.0,-6.77119942168685,-1.6587516098779,-319449.8996028145,3.0,-5.42962371595175,-1.5975259935154,1.620941934583243,5.11244781180895,3.83209772243635
3,2,-462566.0312140096,1.0,-6.2377746405517,-1.69877955728645,-462564.95997906046,3.0,-5.463311410643651,-1.4288698289755,1.0712349491659552,4.53899508326525,4.034441581668151
3,3,-464309.1767903629,1.0,-6.32085099910935,-2.0028667852202,-464308.188480477,3.0,-5.61678362232565,-1.72408614538295,0.9883098858990707,4.31798421388915,3.8926974769427005
3,4,-299124.7128430534,1.0,-5.85080153375565,-2.36605714148255,-299124.74635632307,3.0,-5.8296854989568505,-1.8085230731931,-0.03351326967822388,3.4847443922731,4.021162425763751
3,5,-299186.40361899533,1.0,-4.9972075961222,-3.0890092194909498,-299189.2243372918,3.0,-6.0977448530844,-1.62416593947935,-2.820718296454288,1.9081983766312502,4.47357891360505
3,6,-305285.9399727173,1.0,-5.82642013275085,-2.33373001604315,-305286.34470914415,3.0,-6.0330906022056,-1.58928094384525,-0.4047364268335514,3.4926901167077,4.443809658360349
3,7,-325479.6867632835,1.0,-5.842828597936,-2.9380676666186,-325480.7077243824,3.0,-6.3443888471776,-2.06727613363355,-1.0209610988968052,2.9047609313174,4.27711271354405
3,8,-250188.3568113903,1.0,-6.41249894395775,-1.2399139711883,-250186.92126987397,3.0,-5.3172134843102,-1.2045935933934,1.4355415163154248,5.17258497276945,4.1126198909167995
3,9,-442373.7115287228,1.0,-6.25706751255215,-1.20511060970935,-442372.3149721414,3.0,-5.18907507210975,-1.02633180993085,1.3965565813705325,5.0519569028428,4.1627432621789
4,1,-307030.43211904506,1.0,-6.58365855592225,-1.8241424082118,-307029.08213883097,3.0,-5.566197657517701,-1.61001601925335,1.349980214086827,4.75951614771045,3.9561816382643507
4,10,-314267.1973034756,1.0,-6.544664641145601,-2.0581058968717003,-314266.27244673006,3.0,-5.8770605203289,-1.7412565293495001,0.924856745521538,4.4865587442739,4.1358039909794
4,11,-315582.30077727145,1.0,-5.9517285609061,-1.7769306551500499,-315581.62753984967,3.0,-5.445270262355501,-1.38274653131575,0.6732374217826873,4.1747979057560505,4.06252373103975
4,12,-356101.1402942496,1.0,-6.8692964647921,-1.7124668839666002,-356099.55609748093,3.0,-5.5925382782461,-1.6699899119035502,1.5841967686428688,5.1568295808255,3.92254836634255
4,2,-525074.6057339801,1.0,-6.440934841335,-1.83271399450255,-525073.4413528274,3.0,-5.5998309294395,-1.6249550696458,1.1643811527173966,4.608220846832451,3.9748758597937
4,3,-526818.1158806607,1.0,-6.624911015658051,-2.1574274523042,-526817.0159306254,3.0,-5.83959044311505,-1.9108378809811002,1.099950035335496,4.46748356335385,3.9287525621339494
4,4,-335774.3269454296,1.0,-5.99551167945155,-2.3924793963661,-335774.2492158361,3.0,-5.9071563121942,-1.8700752261762,0.07772959349676967,3.6030322830854495,4.037081086018
4,5,-335836.1429159745,1.0,-5.14537358771945,-3.1640854308439,-335838.90226633905,3.0,-6.23502629066165,-1.6870514503299,-2.759350364562124,1.98128815687555,4.54797484033175
4,6,-341935.621620935,1.0,-5.9333880873824,-2.40638441412665,-341935.97773061675,3.0,-6.11388120441905,-1.7087117128297,-0.35610968177206814,3.52700367325575,4.40516949158935
4,7,-362129.2012120166,1.0,-5.9737153600265005,-3.0070757391054,-362130.1486999268,3.0,-6.43785995482435,-2.1586791760165,-0.9474879102199338,2.9666396209211006,4.27918077880785
4,8,-286837.7127516557,1.0,-6.48928947256885,-1.4019577691610499,-286836.3368950471,3.0,-5.4595562395067505,-1.37267831884725,1.3758566086180508,5.0873317034078,4.0868779206595
4,9,-504882.3869792307,1.0,-6.4675475759139,-1.4584758159099,-504881.06937811576,3.0,-5.4919105763312,-1.34873230000325,1.3176011149189435,5.009071760004,4.1431782763279505
5,1,-259168.92760317598,1.0,-6.51328991418295,-1.60544450656495,-259167.41521970148,3.0,-5.6458725929441,-1.4792653140881,1.5123834745027125,4.907845407618,4.166607278856
5,10,-266406.01390203205,1.0,-6.41576431016375,-1.67439815628165,-266404.9371526958,3.0,-5.67305676660905,-1.44941442468825,1.0767493362654932,4.7413661538821,4.2236423419208
5,11,-267720.98578752915,1.0,-6.15012676930565,-1.4580132223640498,-267719.8800833744,3.0,-5.39669794004125,-1.2185802453091001,1.1057041547610424,4.6921135469415995,4.1781176947321494
5,12,-308239.5179813559,1.0,-6.88614031213805,-1.6080840109148,-308237.96141910926,3.0,-6.079676493411201,-1.5946143753150501,1.5565622466383502,5.27805630122325,4.485062118096151
5,2,-477212.84763472393,1.0,-6.22033214273465,-1.56767510411555,-477211.54616370174,3.0,-5.4719374197045,-1.5155653017448,1.3014710221905261,4.6526570386190995,3.9563721179597
5,3,-478956.1929076769,1.0,-6.24645507238265,-1.8661023639589,-478955.03448064724,3.0,-5.60785828802925,-1.7007659883951,1.1584270296734758,4.38035270842375,3.9070922996341495
5,4,-287912.60736875975,1.0,-5.9398099742542,-2.2310614602495,-287912.34015241434,3.0,-5.87681561786345,-1.8074890405611999,0.26721634541172534,3.7087485140047005,4.06932657730225
5,5,-287973.9538111006,1.0,-4.88996752764015,-3.24901216358495,-287977.21384577994,3.0,-6.21723004483895,-1.55815111934805,-3.260034679318778,1.6409553640551997,4.6590789254909
5,6,-294074.5798889826,1.0,-6.28237410064865,-2.1638493391759996,-294074.31511404266,3.0,-6.2126857435356,-1.66694223677795,0.26477493991842493,4.118524761472651,4.54574350675765
5,7,-314267.3587665554,1.0,-6.067594638449,-2.73689389694395,-314267.895015334,3.0,-6.4487717202294,-2.1224880339,-0.5362487786333077,3.33070074150505,4.3262836863294005
5,8,-238976.7647922587,1.0,-6.628611764024851,-0.87677803769605,-238974.62579671017,3.0,-4.9818331635689495,-0.68765891159855,2.138995548535604,5.751833726328801,4.294174251970399
5,9,-457021.02674574434,1.0,-6.37391319995685,-0.81865451922925,-457019.0210930575,3.0,-4.931247198761,-0.6862167081909001,2.0056526868138462,5.5552586807276,4.2450304905701
6,1,-233731.2229980724,1.0,-6.27176166047915,-1.58117195110035,-233729.89392110004,3.0,-5.2775392849073,-1.3805696205117501,1.329076972353505,4.6905897093788,3.8969696643955505
6,10,-240967.78065846665,1.0,-6.30599358287205,-1.8042236743552,-240966.79422181257,3.0,-5.61879726481935,-1.4414142774835499,0.9864366540859919,4.5017699085168505,4.1773829873358
6,11,-242283.060937475,1.0,-5.65890684638305,-1.51428636664745,-242282.42793861675,3.0,-5.1908982349081,-1.0874213693680999,0.632998858258361,4.1446204797356,4.10347686554
6,12,-282801.67233392916,1.0,-6.6114141686732495,-1.59521302578615,-282800.2640946839,3.0,-5.9008432708626,-1.49072130719415,1.408239245240111,5.016201142887099,4.41012196366845
6,2,-451775.52720798174,1.0,-6.17369182875895,-1.5972538796649,-451774.393004255,3.0,-5.3643980259869,-1.35504534133485,1.1342037267168052,4.57643794909405,4.00935268465205
6,3,-453518.7436182644,1.0,-6.2628907489528505,-1.92267483347785,-453517.7602083326,3.0,-5.56372142147815,-1.6456629336688502,0.9834099317668006,4.340215915475,3.9180584878093
6,4,-262474.7852024454,1.0,-5.7030709243192,-2.1987343348101,-262474.8117599408,3.0,-5.687832548691199,-1.66650685461715,-0.02655749541008845,3.5043365895091,4.021325694074049
6,5,-262536.5444411165,1.0,-4.84593950662925,-3.0029396085777997,-262539.5201184547,3.0,-5.9632117653972,-1.43254336595725,-2.9756773381959647,1.8429998980514504,4.53066839943995
6,6,-268636.31326044915,1.0,-5.6218177285599005,-2.19565944829945,-268636.7918466702,3.0,-5.8763530243176,-1.4558363115600501,-0.47858622105559334,3.4261582802604504,4.42051671275755
6,7,-288829.886967096,1.0,-5.62984508714965,-2.85934512966895,-288831.05503185396,3.0,-6.2142095810984,-1.9147291090432499,-1.1680647579487413,2.7704999574806997,4.29948047205515
6,8,-213538.78302798726,1.0,-6.234264371880251,-1.0459784299369501,-213537.3230226194,3.0,-5.1189513328359,-0.9798003414953499,1.4600053678441327,5.188285941943301,4.13915099134055
6,9,-431583.2687568013,1.0,-6.1840049436929,-1.11868725079055,-431581.8697283378,3.0,-5.10978109607405,-1.00576000283305,1.3990284635219723,5.065317692902349,4.104021093241
7,1,-258637.01614175027,1.0,-6.1809844799523495,-1.5074018862298,-258635.7137215949,3.0,-5.206680838237101,-1.29251357848995,1.3024201553780586,4.67358259372255,3.914167259747151
7,10,-265873.9783601735,1.0,-6.30746299766475,-1.7954616083691,-265873.0602850494,3.0,-5.6305253717759,-1.40505986705675,0.9180751241510734,4.51200138929565,4.22546550471915
7,11,-267189.0873349686,1.0,-5.6472875849667,-1.4908029413493,-267188.44234269246,3.0,-5.1780000383944005,-1.07416942484875,0.6449922761530615,4.1564846436174,4.10383061354565
7,12,-307707.834502955,1.0,-6.6437685054977,-1.5681376976614,-307706.3525186793,3.0,-5.9076461171251,-1.5149666512737001,1.481984275742434,5.0756308078363,4.3926794658513995
7,2,-476681.4782350546,1.0,-6.13069784037995,-1.47580946818675,-476680.28898841026,3.0,-5.29090007496685,-1.3049491814578,1.1892466443241574,4.6548883721932,3.98595089350905
7,3,-478424.7833407378,1.0,-6.25636001654085,-1.8820482355982002,-478423.7343712324,3.0,-5.4980603493525,-1.6496085845011002,1.0489695054129697,4.37431178094265,3.8484517648514003
7,4,-287381.01108344627,1.0,-5.66494777386415,-2.2608579268792504,-287381.1270883019,3.0,-5.69471702910885,-1.6684932857258001,-0.1160048556048423,3.4040898469849,4.02622374338305
7,5,-287442.54139398667,1.0,-4.8846068847853,-2.8756447493138997,-287445.32687762124,3.0,-5.84443406965395,-1.38617516583205,-2.7854836345650256,2.0089621354714002,4.4582589038219
7,6,-293542.38979758637,1.0,-5.5870143670809504,-2.1782713732525,-293542.89705753233,3.0,-5.87659792678305,-1.4007876796039,-0.5072599459672347,3.4087429938284504,4.475810247179149
7,7,-313735.85954003455,1.0,-5.571803202838,-2.81689536899095,-313737.0501056147,3.0,-6.177691902361301,-1.86340843683895,-1.1905655801529065,2.75490783384705,4.314283465522351
7,8,-238444.45089131914,1.0,-6.14463006952555,-0.923010180896,-238442.9741065949,3.0,-5.03179326652075,-0.85691372660955,1.476784724247409,5.22161988862955,4.1748795399112
7,9,-456489.0007427825,1.0,-6.1658821612496,-1.0179779147205,-456487.50065096276,3.0,-5.1466525228168,-0.9812425449030001,1.5000918197329156,5.1479042465291,4.1654099779138
8,1,-345779.5265478649,1.0,-6.5921757194429,-1.5244362132711,-345777.9067537066,3.0,-5.5092442286080505,-1.4544485309225,1.6197941583232023,5.0677395061718,4.054795697685551
8,10,-353016.00122213364,1.0,-6.56890998522515,-1.7353788701786999,-353014.9715928481,3.0,-5.78277307113065,-1.5615525424793,1.0296292855637148,4.83353111504645,4.221220528651351
8,11,-354331.3619923101,1.0,-6.16977338931175,-1.4707753619525001,-354330.21935904043,3.0,-5.430167943652751,-1.1504429371439,1.1426332696573809,4.69899802735925,4.27972500650885
8,12,-394849.99512464716,1.0,-6.8350917537842495,-1.54340254865095,-394848.45334797876,3.0,-6.0499616609366,-1.5241640994206,1.5417766683967784,5.2916892051332995,4.525797561516001
8,2,-563823.4227591378,1.0,-6.4215059124093,-1.61121332019555,-563822.0470848455,3.0,-5.56176220175455,-1.4468293431085,1.3756742923287675,4.81029259221375,4.11493285864605
8,3,-565566.7404841826,1.0,-6.51383414188395,-1.8973138226112498,-565565.451629719,3.0,-5.7642965406817,-1.69769110188445,1.2888544636080042,4.6165203192727,4.06660543879725
8,4,-374523.06316850183,1.0,-6.1254460430653,-2.16882902264015,-374522.55627672595,3.0,-5.87518293476045,-1.7837607127976,0.5068917758762836,3.95661702042515,4.0914222219628495
8,5,-374584.37327025563,1.0,-4.82493231737065,-3.2186170464841,-374587.7054825896,3.0,-6.16618148648515,-1.47069372779735,-3.332212333974894,1.60631527088655,4.6954877586878
8,6,-380684.74268031283,1.0,-6.2480061213305005,-2.04588798498425,-380684.3740433257,3.0,-6.0845201199501,-1.5731718038956501,0.3686369871138595,4.20211813634625,4.51134831605445
8,7,-400877.744499811,1.0,-6.1505893628515,-2.70015852712645,-400878.15554329264,3.0,-6.384063046580501,-2.03669053683735,-0.4110434816684574,3.45043083572505,4.347372509743151
8,8,-325587.00157202524,1.0,-6.55024297508085,-0.90148597532145,-325584.8309949432,3.0,-4.89410365816775,-0.6549236153833999,2.170577082026284,5.648756999759399,4.23918004278435
8,9,-543631.7295641542,1.0,-6.53979380322165,-1.01599148361185,-543629.7192313812,3.0,-5.0252897454938,-0.7640412694338999,2.010332772973925,5.5238023196098,4.2612484760599
9,1,-250836.61209210192,1.0,-6.3143474780824,-1.4016584439255,-250835.21435454645,3.0,-5.3335675267252505,-1.3057111002392,1.3977375554677565,4.9126890341569,4.027856426486051
9,10,-258073.1341218542,1.0,-6.36651170322325,-1.4617411821159,-258072.0339889584,3.0,-5.54739459044815,-1.2319138239836,1.1001328958082013,4.90477052110735,4.31548076646455
9,11,-259388.68364788478,1.0,-5.90201336041975,-1.29430952990325,-259387.72710429772,3.0,-5.2533211522128,-1.0851084016388501,0.956543587060878,4.6077038305165,4.16821275057395
9,12,-299907.21000933205,1.0,-6.6348975939714,-1.49469416941145,-299905.7657574514,3.0,-5.9058501657118,-1.4441626273736001,1.4442518806317821,5.1402034245599495,4.4616875383382
9,2,-468881.01939871104,1.0,-6.2361419574487,-1.45338728690555,-468879.79098699236,3.0,-5.41683436497825,-1.3632359682349,1.2284117186791264,4.78275467054315,4.05359839674335
9,3,-470624.4746564905,1.0,-6.3531509131637,-1.7207391450218001,-470623.3043851613,3.0,-5.589490603120501,-1.6128187919135002,1.170271329174284,4.6324117681419,3.9766718112070008
9,4,-279580.5454289093,1.0,-5.90190451487955,-2.0020504436687,-279580.21136698016,3.0,-5.70151987537135,-1.6629965859457,0.3340619291411713,3.8998540712108496,4.038523289425649
9,5,-279641.3055063112,1.0,-4.5309133019054,-3.33619744128515,-279645.1028227134,3.0,-6.10239799992795,-1.4165158601628,-3.797316402196884,1.1947158606202501,4.68588213976515
9,6,-285742.1086637236,1.0,-5.94081679550105,-1.87935430847825,-285742.0208182977,3.0,-5.8709651700777,-1.42851608096985,0.08784542587818578,4.0614624870227996,4.44244908910785
9,7,-305935.54845492676,1.0,-5.94767406453365,-2.5082910511389,-305936.1189756286,3.0,-6.1871070415886,-1.92370886610975,-0.5705207018181682,3.4393830133947496,4.263398175478851
9,8,-230644.53611723142,1.0,-6.33837513108155,-0.7498913492079,-230642.51552930378,3.0,-4.7612304649686,-0.57462281810085,2.0205879276327323,5.58848378187365,4.18660764686775
9,9,-448689.072223435,1.0,-6.3189734135409,-0.83171598405325,-448687.1890464712,3.0,-4.8715454199613,-0.64918201313785,1.88317696377635,5.48725742948765,4.22236340682345
